136,305,2,2
336,303,1,2
742,302,3,3
736,302,4,3
626,301,5,3
528,301,6,3
714,300,3,3
697,299,3,2
651,299,1,2
346,295,2,2
278,295,2,3
907,293,6,4
285,292,3,3
518,291,2,2
838,288,2,2
463,288,17,8
903,286,2,3
323,285,3,3
983,283,2,3
533,214,18,15
0,211,1023,165
522,209,88,81
724,206,19,17
613,206,90,88
709,205,82,85
903,204,77,82
800,202,86,89
988,200,35,89
